selected model:  Density
Training time: 0.0 minutes.
selected model:  DTW
paramIndex: 8622146
cur(0), end(893), percent[0.0%], dist(0.36)
cur(555), end(893), percent[62.15%], dist(0.37)
cur(556), end(893), percent[62.26%], dist(0.37)
cur(557), end(893), percent[62.37%], dist(0.37)
cur(558), end(893), percent[62.49%], dist(0.37)
cur(559), end(893), percent[62.6%], dist(0.37)
cur(560), end(893), percent[62.71%], dist(0.37)
cur(561), end(893), percent[62.82%], dist(0.37)
cur(562), end(893), percent[62.93%], dist(0.37)
cur(563), end(893), percent[63.05%], dist(0.37)
cur(564), end(893), percent[63.16%], dist(0.37)
cur(565), end(893), percent[63.27%], dist(0.37)
cur(566), end(893), percent[63.38%], dist(0.37)
cur(567), end(893), percent[63.49%], dist(0.37)
cur(568), end(893), percent[63.61%], dist(0.37)
cur(569), end(893), percent[63.72%], dist(0.37)
cur(570), end(893), percent[63.83%], dist(0.37)
cur(571), end(893), percent[63.94%], dist(0.37)
cur(572), end(893), percent[64.05%], dist(0.37)
cur(573), end(893), percent[64.17%], dist(0.37)
cur(574), end(893), percent[64.28%], dist(0.37)
cur(575), end(893), percent[64.39%], dist(0.37)
cur(576), end(893), percent[64.5%], dist(0.37)
cur(577), end(893), percent[64.61%], dist(0.37)
cur(578), end(893), percent[64.73%], dist(0.37)
cur(579), end(893), percent[64.84%], dist(0.37)
cur(580), end(893), percent[64.95%], dist(0.37)
cur(581), end(893), percent[65.06%], dist(0.37)
cur(582), end(893), percent[65.17%], dist(0.37)
cur(583), end(893), percent[65.29%], dist(0.37)
cur(584), end(893), percent[65.4%], dist(0.37)
cur(585), end(893), percent[65.51%], dist(0.37)
cur(586), end(893), percent[65.62%], dist(0.37)
cur(587), end(893), percent[65.73%], dist(0.37)
cur(588), end(893), percent[65.85%], dist(0.37)
cur(589), end(893), percent[65.96%], dist(0.37)
cur(590), end(893), percent[66.07%], dist(0.37)
cur(591), end(893), percent[66.18%], dist(0.37)
cur(592), end(893), percent[66.29%], dist(0.37)
cur(593), end(893), percent[66.41%], dist(0.37)
cur(594), end(893), percent[66.52%], dist(0.37)
cur(595), end(893), percent[66.63%], dist(0.37)
cur(596), end(893), percent[66.74%], dist(0.37)
cur(597), end(893), percent[66.85%], dist(0.37)
cur(598), end(893), percent[66.97%], dist(0.37)
cur(599), end(893), percent[67.08%], dist(0.37)
cur(600), end(893), percent[67.19%], dist(0.37)
cur(601), end(893), percent[67.3%], dist(0.37)
cur(602), end(893), percent[67.41%], dist(0.37)
cur(603), end(893), percent[67.53%], dist(0.37)
cur(604), end(893), percent[67.64%], dist(0.37)
cur(605), end(893), percent[67.75%], dist(0.37)
cur(606), end(893), percent[67.86%], dist(0.37)
cur(607), end(893), percent[67.97%], dist(0.37)
cur(608), end(893), percent[68.09%], dist(0.37)
cur(609), end(893), percent[68.2%], dist(0.37)
cur(610), end(893), percent[68.31%], dist(0.37)
cur(611), end(893), percent[68.42%], dist(0.37)
cur(612), end(893), percent[68.53%], dist(0.37)
cur(613), end(893), percent[68.65%], dist(0.37)
cur(614), end(893), percent[68.76%], dist(0.37)
cur(615), end(893), percent[68.87%], dist(0.37)
cur(616), end(893), percent[68.98%], dist(0.37)
cur(617), end(893), percent[69.09%], dist(0.37)
cur(618), end(893), percent[69.2%], dist(0.37)
cur(619), end(893), percent[69.32%], dist(0.37)
cur(620), end(893), percent[69.43%], dist(0.37)
cur(621), end(893), percent[69.54%], dist(0.37)
cur(622), end(893), percent[69.65%], dist(0.37)
cur(623), end(893), percent[69.76%], dist(0.37)
cur(624), end(893), percent[69.88%], dist(0.37)
cur(625), end(893), percent[69.99%], dist(0.37)
cur(626), end(893), percent[70.1%], dist(0.37)
cur(627), end(893), percent[70.21%], dist(0.37)
cur(628), end(893), percent[70.32%], dist(0.37)
cur(629), end(893), percent[70.44%], dist(0.37)
cur(630), end(893), percent[70.55%], dist(0.37)
cur(631), end(893), percent[70.66%], dist(0.37)
cur(632), end(893), percent[70.77%], dist(0.37)
cur(633), end(893), percent[70.88%], dist(0.37)
cur(634), end(893), percent[71.0%], dist(0.37)
cur(635), end(893), percent[71.11%], dist(0.37)
cur(636), end(893), percent[71.22%], dist(0.37)
cur(637), end(893), percent[71.33%], dist(0.37)
cur(638), end(893), percent[71.44%], dist(0.37)
cur(639), end(893), percent[71.56%], dist(0.37)
cur(640), end(893), percent[71.67%], dist(0.37)
cur(641), end(893), percent[71.78%], dist(0.37)
cur(642), end(893), percent[71.89%], dist(0.37)
cur(643), end(893), percent[72.0%], dist(0.37)
cur(644), end(893), percent[72.12%], dist(0.37)
cur(645), end(893), percent[72.23%], dist(0.37)
cur(646), end(893), percent[72.34%], dist(0.37)
cur(647), end(893), percent[72.45%], dist(0.37)
cur(648), end(893), percent[72.56%], dist(0.37)
cur(649), end(893), percent[72.68%], dist(0.37)
cur(650), end(893), percent[72.79%], dist(0.37)
cur(651), end(893), percent[72.9%], dist(0.37)
cur(652), end(893), percent[73.01%], dist(0.37)
cur(653), end(893), percent[73.12%], dist(0.37)
cur(654), end(893), percent[73.24%], dist(0.37)
cur(655), end(893), percent[73.35%], dist(0.37)
cur(656), end(893), percent[73.46%], dist(0.37)
cur(657), end(893), percent[73.57%], dist(0.37)
cur(658), end(893), percent[73.68%], dist(0.37)
cur(659), end(893), percent[73.8%], dist(0.37)
cur(660), end(893), percent[73.91%], dist(0.37)
cur(661), end(893), percent[74.02%], dist(0.37)
cur(662), end(893), percent[74.13%], dist(0.37)
cur(663), end(893), percent[74.24%], dist(0.37)
cur(664), end(893), percent[74.36%], dist(0.37)
cur(665), end(893), percent[74.47%], dist(0.37)
cur(666), end(893), percent[74.58%], dist(0.37)
cur(667), end(893), percent[74.69%], dist(0.37)
cur(668), end(893), percent[74.8%], dist(0.37)
cur(669), end(893), percent[74.92%], dist(0.37)
cur(670), end(893), percent[75.03%], dist(0.37)
cur(671), end(893), percent[75.14%], dist(0.37)
cur(672), end(893), percent[75.25%], dist(0.37)
cur(673), end(893), percent[75.36%], dist(0.37)
cur(674), end(893), percent[75.48%], dist(0.37)
cur(675), end(893), percent[75.59%], dist(0.37)
cur(676), end(893), percent[75.7%], dist(0.37)
cur(677), end(893), percent[75.81%], dist(0.37)
cur(678), end(893), percent[75.92%], dist(0.37)
cur(679), end(893), percent[76.04%], dist(0.37)
cur(680), end(893), percent[76.15%], dist(0.37)
cur(681), end(893), percent[76.26%], dist(0.37)
cur(682), end(893), percent[76.37%], dist(0.37)
cur(683), end(893), percent[76.48%], dist(0.37)
cur(684), end(893), percent[76.6%], dist(0.37)
cur(685), end(893), percent[76.71%], dist(0.37)
cur(686), end(893), percent[76.82%], dist(0.37)
cur(687), end(893), percent[76.93%], dist(0.37)
cur(688), end(893), percent[77.04%], dist(0.37)
cur(689), end(893), percent[77.16%], dist(0.37)
cur(690), end(893), percent[77.27%], dist(0.37)
cur(691), end(893), percent[77.38%], dist(0.37)
cur(692), end(893), percent[77.49%], dist(0.37)
cur(693), end(893), percent[77.6%], dist(0.37)
cur(694), end(893), percent[77.72%], dist(0.37)
cur(695), end(893), percent[77.83%], dist(0.37)
cur(696), end(893), percent[77.94%], dist(0.37)
cur(697), end(893), percent[78.05%], dist(0.37)
cur(698), end(893), percent[78.16%], dist(0.37)
cur(699), end(893), percent[78.28%], dist(0.37)
cur(700), end(893), percent[78.39%], dist(0.37)
cur(701), end(893), percent[78.5%], dist(0.37)
cur(702), end(893), percent[78.61%], dist(0.37)
cur(703), end(893), percent[78.72%], dist(0.37)
cur(704), end(893), percent[78.84%], dist(0.37)
cur(705), end(893), percent[78.95%], dist(0.37)
cur(706), end(893), percent[79.06%], dist(0.37)
cur(707), end(893), percent[79.17%], dist(0.37)
cur(708), end(893), percent[79.28%], dist(0.37)
cur(709), end(893), percent[79.4%], dist(0.37)
cur(710), end(893), percent[79.51%], dist(0.37)
cur(711), end(893), percent[79.62%], dist(0.37)
cur(712), end(893), percent[79.73%], dist(0.37)
cur(713), end(893), percent[79.84%], dist(0.37)
cur(714), end(893), percent[79.96%], dist(0.37)
cur(715), end(893), percent[80.07%], dist(0.37)
cur(716), end(893), percent[80.18%], dist(0.37)
cur(717), end(893), percent[80.29%], dist(0.37)
cur(718), end(893), percent[80.4%], dist(0.37)
cur(719), end(893), percent[80.52%], dist(0.37)
cur(720), end(893), percent[80.63%], dist(0.37)
cur(721), end(893), percent[80.74%], dist(0.37)
cur(722), end(893), percent[80.85%], dist(0.37)
cur(723), end(893), percent[80.96%], dist(0.37)
cur(724), end(893), percent[81.08%], dist(0.37)
cur(725), end(893), percent[81.19%], dist(0.37)
cur(726), end(893), percent[81.3%], dist(0.37)
cur(727), end(893), percent[81.41%], dist(0.37)
cur(728), end(893), percent[81.52%], dist(0.37)
cur(729), end(893), percent[81.63%], dist(0.37)
cur(730), end(893), percent[81.75%], dist(0.37)
cur(731), end(893), percent[81.86%], dist(0.37)
cur(732), end(893), percent[81.97%], dist(0.37)
cur(733), end(893), percent[82.08%], dist(0.37)
cur(734), end(893), percent[82.19%], dist(0.37)
cur(735), end(893), percent[82.31%], dist(0.37)
cur(736), end(893), percent[82.42%], dist(0.37)
cur(737), end(893), percent[82.53%], dist(0.37)
cur(738), end(893), percent[82.64%], dist(0.37)
cur(739), end(893), percent[82.75%], dist(0.37)
cur(740), end(893), percent[82.87%], dist(0.37)
cur(741), end(893), percent[82.98%], dist(0.37)
cur(742), end(893), percent[83.09%], dist(0.37)
cur(743), end(893), percent[83.2%], dist(0.37)
cur(744), end(893), percent[83.31%], dist(0.37)
cur(745), end(893), percent[83.43%], dist(0.37)
cur(746), end(893), percent[83.54%], dist(0.37)
cur(747), end(893), percent[83.65%], dist(0.37)
cur(748), end(893), percent[83.76%], dist(0.37)
cur(749), end(893), percent[83.87%], dist(0.37)
cur(750), end(893), percent[83.99%], dist(0.37)
cur(751), end(893), percent[84.1%], dist(0.37)
cur(752), end(893), percent[84.21%], dist(0.37)
cur(753), end(893), percent[84.32%], dist(0.37)
cur(754), end(893), percent[84.43%], dist(0.37)
cur(755), end(893), percent[84.55%], dist(0.37)
cur(756), end(893), percent[84.66%], dist(0.37)
cur(757), end(893), percent[84.77%], dist(0.37)
cur(758), end(893), percent[84.88%], dist(0.37)
cur(759), end(893), percent[84.99%], dist(0.37)
cur(760), end(893), percent[85.11%], dist(0.37)
cur(761), end(893), percent[85.22%], dist(0.37)
cur(762), end(893), percent[85.33%], dist(0.37)
cur(763), end(893), percent[85.44%], dist(0.37)
cur(764), end(893), percent[85.55%], dist(0.37)
cur(765), end(893), percent[85.67%], dist(0.37)
cur(766), end(893), percent[85.78%], dist(0.37)
cur(767), end(893), percent[85.89%], dist(0.37)
cur(768), end(893), percent[86.0%], dist(0.37)
cur(769), end(893), percent[86.11%], dist(0.37)
cur(770), end(893), percent[86.23%], dist(0.37)
cur(771), end(893), percent[86.34%], dist(0.37)
cur(772), end(893), percent[86.45%], dist(0.37)
cur(773), end(893), percent[86.56%], dist(0.37)
cur(774), end(893), percent[86.67%], dist(0.37)
cur(775), end(893), percent[86.79%], dist(0.37)
cur(776), end(893), percent[86.9%], dist(0.37)
cur(777), end(893), percent[87.01%], dist(0.37)
cur(778), end(893), percent[87.12%], dist(0.37)
cur(779), end(893), percent[87.23%], dist(0.37)
cur(780), end(893), percent[87.35%], dist(0.37)
cur(781), end(893), percent[87.46%], dist(0.37)
cur(782), end(893), percent[87.57%], dist(0.37)
cur(783), end(893), percent[87.68%], dist(0.37)
cur(784), end(893), percent[87.79%], dist(0.37)
cur(785), end(893), percent[87.91%], dist(0.37)
cur(786), end(893), percent[88.02%], dist(0.37)
cur(787), end(893), percent[88.13%], dist(0.37)
cur(788), end(893), percent[88.24%], dist(0.37)
cur(789), end(893), percent[88.35%], dist(0.37)
cur(790), end(893), percent[88.47%], dist(0.37)
cur(791), end(893), percent[88.58%], dist(0.37)
cur(792), end(893), percent[88.69%], dist(0.37)
cur(793), end(893), percent[88.8%], dist(0.37)
cur(794), end(893), percent[88.91%], dist(0.37)
cur(795), end(893), percent[89.03%], dist(0.37)
cur(796), end(893), percent[89.14%], dist(0.37)
cur(797), end(893), percent[89.25%], dist(0.37)
cur(798), end(893), percent[89.36%], dist(0.37)
cur(799), end(893), percent[89.47%], dist(0.37)
cur(800), end(893), percent[89.59%], dist(0.37)
cur(801), end(893), percent[89.7%], dist(0.37)
cur(802), end(893), percent[89.81%], dist(0.37)
cur(803), end(893), percent[89.92%], dist(0.37)
cur(804), end(893), percent[90.03%], dist(0.37)
cur(805), end(893), percent[90.15%], dist(0.37)
cur(806), end(893), percent[90.26%], dist(0.37)
cur(807), end(893), percent[90.37%], dist(0.37)
cur(808), end(893), percent[90.48%], dist(0.37)
cur(809), end(893), percent[90.59%], dist(0.37)
cur(810), end(893), percent[90.71%], dist(0.37)
cur(811), end(893), percent[90.82%], dist(0.37)
cur(812), end(893), percent[90.93%], dist(0.37)
cur(813), end(893), percent[91.04%], dist(0.37)
cur(814), end(893), percent[91.15%], dist(0.37)
cur(815), end(893), percent[91.27%], dist(0.37)
cur(816), end(893), percent[91.38%], dist(0.37)
cur(817), end(893), percent[91.49%], dist(0.37)
cur(818), end(893), percent[91.6%], dist(0.37)
cur(819), end(893), percent[91.71%], dist(0.37)
cur(820), end(893), percent[91.83%], dist(0.37)
cur(821), end(893), percent[91.94%], dist(0.37)
cur(822), end(893), percent[92.05%], dist(0.37)
cur(823), end(893), percent[92.16%], dist(0.37)
cur(824), end(893), percent[92.27%], dist(0.37)
cur(825), end(893), percent[92.39%], dist(0.37)
cur(826), end(893), percent[92.5%], dist(0.37)
cur(827), end(893), percent[92.61%], dist(0.37)
cur(828), end(893), percent[92.72%], dist(0.37)
cur(829), end(893), percent[92.83%], dist(0.37)
cur(830), end(893), percent[92.95%], dist(0.37)
cur(831), end(893), percent[93.06%], dist(0.37)
cur(832), end(893), percent[93.17%], dist(0.37)
cur(833), end(893), percent[93.28%], dist(0.37)
cur(834), end(893), percent[93.39%], dist(0.37)
cur(835), end(893), percent[93.51%], dist(0.37)
cur(836), end(893), percent[93.62%], dist(0.37)
cur(837), end(893), percent[93.73%], dist(0.37)
cur(838), end(893), percent[93.84%], dist(0.37)
cur(839), end(893), percent[93.95%], dist(0.37)
cur(840), end(893), percent[94.06%], dist(0.37)
cur(841), end(893), percent[94.18%], dist(0.37)
cur(842), end(893), percent[94.29%], dist(0.37)
cur(843), end(893), percent[94.4%], dist(0.37)
cur(844), end(893), percent[94.51%], dist(0.37)
cur(845), end(893), percent[94.62%], dist(0.37)
cur(846), end(893), percent[94.74%], dist(0.37)
cur(847), end(893), percent[94.85%], dist(0.37)
cur(848), end(893), percent[94.96%], dist(0.37)
cur(849), end(893), percent[95.07%], dist(0.37)
cur(850), end(893), percent[95.18%], dist(0.37)
cur(851), end(893), percent[95.3%], dist(0.37)
cur(852), end(893), percent[95.41%], dist(0.37)
cur(853), end(893), percent[95.52%], dist(0.37)
cur(854), end(893), percent[95.63%], dist(0.37)
cur(855), end(893), percent[95.74%], dist(0.37)
cur(856), end(893), percent[95.86%], dist(0.37)
cur(857), end(893), percent[95.97%], dist(0.37)
cur(858), end(893), percent[96.08%], dist(0.37)
cur(859), end(893), percent[96.19%], dist(0.37)
cur(860), end(893), percent[96.3%], dist(0.37)
cur(861), end(893), percent[96.42%], dist(0.37)
cur(862), end(893), percent[96.53%], dist(0.37)
cur(863), end(893), percent[96.64%], dist(0.37)
cur(864), end(893), percent[96.75%], dist(0.37)
cur(865), end(893), percent[96.86%], dist(0.37)
cur(866), end(893), percent[96.98%], dist(0.37)
cur(867), end(893), percent[97.09%], dist(0.37)
cur(868), end(893), percent[97.2%], dist(0.37)
cur(869), end(893), percent[97.31%], dist(0.37)
cur(870), end(893), percent[97.42%], dist(0.37)
cur(871), end(893), percent[97.54%], dist(0.37)
cur(872), end(893), percent[97.65%], dist(0.37)
cur(873), end(893), percent[97.76%], dist(0.37)
cur(874), end(893), percent[97.87%], dist(0.37)
cur(875), end(893), percent[97.98%], dist(0.37)
cur(876), end(893), percent[98.1%], dist(0.37)
cur(877), end(893), percent[98.21%], dist(0.37)
cur(878), end(893), percent[98.32%], dist(0.37)
cur(879), end(893), percent[98.43%], dist(0.37)
cur(880), end(893), percent[98.54%], dist(0.37)
cur(881), end(893), percent[98.66%], dist(0.37)
cur(882), end(893), percent[98.77%], dist(0.37)
cur(883), end(893), percent[98.88%], dist(0.37)
cur(884), end(893), percent[98.99%], dist(0.37)
cur(885), end(893), percent[99.1%], dist(0.37)
cur(886), end(893), percent[99.22%], dist(0.37)
cur(887), end(893), percent[99.33%], dist(0.37)
cur(888), end(893), percent[99.44%], dist(0.37)
cur(889), end(893), percent[99.55%], dist(0.37)
cur(890), end(893), percent[99.66%], dist(0.37)
cur(891), end(893), percent[99.78%], dist(0.37)
cur(892), end(893), percent[99.89%], dist(0.37)
Training time: 1.0 minutes.
selected model:  LSTM-AE
paramIndex: 8622146
data shape: (8580, 1) (2136, 1)
data shape: (715, 12) (178, 12)
Epoch 1: train loss 2.630949677454008 val loss 2.6166767404320534
Epoch 2: train loss 1.6690108094182048 val loss 2.473529382368152
Epoch 3: train loss 0.8695095854101481 val loss 2.466953572262539
Epoch 4: train loss 0.6811308261814651 val loss 2.5354966039068243
Epoch 5: train loss 0.6673354518476066 val loss 2.429827380046416
Epoch 6: train loss 0.5931606539062687 val loss 2.5571471405832953
Epoch 7: train loss 0.5584533093900947 val loss 2.488028017992384
Epoch 8: train loss 0.5932226976627236 val loss 2.4317515586199385
Epoch 9: train loss 0.553827242073896 val loss 2.3172542084468883
Epoch 10: train loss 0.5396892466328361 val loss 2.2236792833617565
Epoch 11: train loss 0.5426516758707853 val loss 2.2671176081293085
Epoch 12: train loss 0.5047208626266126 val loss 2.1378782813468677
Epoch 13: train loss 0.48684238021398757 val loss 1.81158178977752
Epoch 14: train loss 0.4336221570526803 val loss 1.5931054588114277
Epoch 15: train loss 0.4071760692379691 val loss 1.453170931741093
Epoch 16: train loss 0.413958158015788 val loss 1.4136431542005432
Epoch 17: train loss 0.40217534341178574 val loss 1.3892728927430142
Epoch 18: train loss 0.36208687415281376 val loss 1.2590621066897103
Epoch 19: train loss 0.3590886840453515 val loss 1.1635564207360987
Epoch 20: train loss 0.3261386190625754 val loss 1.057218982932273
Epoch 21: train loss 0.32190602926107553 val loss 1.0070671613296767
Epoch 22: train loss 0.32035153519648774 val loss 1.1287767060017317
Epoch 23: train loss 0.32862017568383184 val loss 0.9509614474987715
Epoch 24: train loss 0.3128778262884467 val loss 0.9564995052439443
Epoch 25: train loss 0.30542430768792445 val loss 0.8435918166396323
Epoch 26: train loss 0.28383812561527 val loss 0.8995466269134136
Epoch 27: train loss 0.2997311344461424 val loss 0.9714255342992504
Epoch 28: train loss 0.30999310350084636 val loss 0.921382926153333
Epoch 29: train loss 0.27995269312620996 val loss 0.8164551253064295
Epoch 30: train loss 0.2747082413337031 val loss 0.9206063288651155
Epoch 31: train loss 0.28303779860684924 val loss 0.7994947564066126
Epoch 32: train loss 0.2693520818609041 val loss 0.8266637184646692
Epoch 33: train loss 0.28047895166840586 val loss 0.898162243741282
Epoch 34: train loss 0.26870260786239086 val loss 0.826166972685396
Epoch 35: train loss 0.25889631662960655 val loss 0.8489984437990724
Epoch 36: train loss 0.2476794573602143 val loss 0.7594175241636426
Epoch 37: train loss 0.2542900520604807 val loss 0.7591236067956753
Epoch 38: train loss 0.25576269530749823 val loss 0.7922077339686705
Epoch 39: train loss 0.26009463754358825 val loss 0.7098799858535274
Epoch 40: train loss 0.23486593596480942 val loss 0.7391833780186899
Epoch 41: train loss 0.25030580021284676 val loss 0.6837455642022444
Epoch 42: train loss 0.24180446796483926 val loss 0.6723252499706289
Epoch 43: train loss 0.2256565481215924 val loss 0.659512463245499
Epoch 44: train loss 0.22938881945776773 val loss 0.6504069144806165
Epoch 45: train loss 0.23591998807721204 val loss 0.638956212930465
Epoch 46: train loss 0.2253156111373768 val loss 0.60867316485121
Epoch 47: train loss 0.22916953830973252 val loss 0.672062171978897
Epoch 48: train loss 0.21961459757668989 val loss 0.601871194464437
Epoch 49: train loss 0.22226765405360635 val loss 0.5884894852557879
Epoch 50: train loss 0.2015616389994438 val loss 0.6449352353811264
Epoch 51: train loss 0.22096950869251797 val loss 0.6369153334853355
Epoch 52: train loss 0.20547039469743109 val loss 0.5831826175196787
Epoch 53: train loss 0.20538119286090345 val loss 0.49848306505532747
Epoch 54: train loss 0.20781197358261455 val loss 0.5620562007253089
Epoch 55: train loss 0.2031273058921724 val loss 0.550115484032738
Epoch 56: train loss 0.20325739596273515 val loss 0.5345763245995125
Epoch 57: train loss 0.19320971499998252 val loss 0.5407883359140224
Epoch 58: train loss 0.18971970055799384 val loss 0.5628377353207449
Epoch 59: train loss 0.18817989599558857 val loss 0.5545324455486255
Epoch 60: train loss 0.18145202789064888 val loss 0.5259603826182612
Epoch 61: train loss 0.18592770757166655 val loss 0.4905539652269878
Epoch 62: train loss 0.1835266529523826 val loss 0.5354069802868232
Epoch 63: train loss 0.18580128929831766 val loss 0.5260157940093051
Epoch 64: train loss 0.17031802993554335 val loss 0.518314063381613
Epoch 65: train loss 0.18475134341971025 val loss 0.510943581046683
Epoch 66: train loss 0.1741780599253578 val loss 0.5271858224708043
Epoch 67: train loss 0.17780760176010899 val loss 0.5359181585941422
Epoch 68: train loss 0.1723670780762926 val loss 0.4674930940853076
Epoch 69: train loss 0.16164060311092363 val loss 0.48154761960332315
Epoch 70: train loss 0.17597194497401897 val loss 0.453928789061107
Epoch 71: train loss 0.16095769111509922 val loss 0.47435273514704757
Epoch 72: train loss 0.1583762213431455 val loss 0.48797027046760816
Epoch 73: train loss 0.1753821059384129 val loss 0.4436176729001356
Epoch 74: train loss 0.16892021233802076 val loss 0.44053365825937035
Epoch 75: train loss 0.17939801122862975 val loss 0.48127617293529296
Epoch 76: train loss 0.16262610479668305 val loss 0.48719421129548146
Epoch 77: train loss 0.1666972109696248 val loss 0.46871640307179996
Epoch 78: train loss 0.17076331232706984 val loss 0.4176539344231734
Epoch 79: train loss 0.167913954600796 val loss 0.4416371567195721
Epoch 80: train loss 0.15730262342970688 val loss 0.3744691175858626
Epoch 81: train loss 0.17011315393281148 val loss 0.41299224142613034
Epoch 82: train loss 0.16194398719947656 val loss 0.4467152979936493
Epoch 83: train loss 0.16376410649268777 val loss 0.4416046055515161
Epoch 84: train loss 0.15521056183672452 val loss 0.36268739159522434
Epoch 85: train loss 0.14839857568690826 val loss 0.3901291465323963
Epoch 86: train loss 0.1494221578840609 val loss 0.4045425926366549
Epoch 87: train loss 0.15496128845464932 val loss 0.3738984728462241
Epoch 88: train loss 0.17088315508790783 val loss 0.42196522569388484
Epoch 89: train loss 0.1538211348746623 val loss 0.41397705573714183
Epoch 90: train loss 0.15112668307615326 val loss 0.3999522264753835
Epoch 91: train loss 0.1470827586427852 val loss 0.39288600023542897
Epoch 92: train loss 0.16240910824674826 val loss 0.40251230632656076
Epoch 93: train loss 0.14324631585733041 val loss 0.3614552937699168
Epoch 94: train loss 0.14775012907135737 val loss 0.3204693931542086
Epoch 95: train loss 0.15398848674201465 val loss 0.3944464530167955
Epoch 96: train loss 0.15169463323859067 val loss 0.3560699343346478
Epoch 97: train loss 0.1428051218234159 val loss 0.3404879228452618
Epoch 98: train loss 0.1450125356914697 val loss 0.37783331834198386
Epoch 99: train loss 0.14138597835610797 val loss 0.44222549424412544
Epoch 100: train loss 0.1359646639675944 val loss 0.37404243204365956
Epoch 101: train loss 0.1456300887090343 val loss 0.36003927886486053
Epoch 102: train loss 0.13570934559081818 val loss 0.34152301066042334
Epoch 103: train loss 0.15350926163104864 val loss 0.45136950190147657
Epoch 104: train loss 0.13547430881982916 val loss 0.3976942597982589
Epoch 105: train loss 0.1519199206904098 val loss 0.38311872187625157
Epoch 106: train loss 0.14896940771828998 val loss 0.3834474626719282
Epoch 107: train loss 0.1393044944253418 val loss 0.39102924347258683
Epoch 108: train loss 0.148405234463565 val loss 0.36392447704009795
Epoch 109: train loss 0.13656942132678065 val loss 0.3375041349215454
Epoch 110: train loss 0.14130274224114583 val loss 0.3538814310947161
Epoch 111: train loss 0.13305528405141998 val loss 0.3265105259887288
Epoch 112: train loss 0.1386460153737685 val loss 0.38053034086910525
Epoch 113: train loss 0.14616262327124188 val loss 0.3487926513961192
Epoch 114: train loss 0.13649013170099758 val loss 0.35630513217007176
Epoch 115: train loss 0.13773844089437198 val loss 0.30878286306442837
Epoch 116: train loss 0.13253186927079322 val loss 0.34610500354110524
Epoch 117: train loss 0.13317686115111504 val loss 0.3578477876909663
Epoch 118: train loss 0.13203194383662065 val loss 0.3618928167257416
Epoch 119: train loss 0.14059125932936484 val loss 0.34348404348901146
Epoch 120: train loss 0.13500657865738536 val loss 0.36925221820560733
Epoch 121: train loss 0.1314295574136964 val loss 0.3433939749270343
Epoch 122: train loss 0.13634095775497543 val loss 0.2787249840879708
Epoch 123: train loss 0.1281904774529117 val loss 0.2711847981207826
Epoch 124: train loss 0.12524441182613372 val loss 0.37476626758495074
Epoch 125: train loss 0.1426267912285728 val loss 0.32602349308769357
Epoch 126: train loss 0.1371589711808658 val loss 0.3576671198177873
Epoch 127: train loss 0.13672057497543055 val loss 0.3489857037248236
Epoch 128: train loss 0.12806641461549106 val loss 0.378855217373773
Epoch 129: train loss 0.1291147625060765 val loss 0.29812600873829276
Epoch 130: train loss 0.12894962494606738 val loss 0.39567192417851993
Epoch 131: train loss 0.13572626781838756 val loss 0.2925930212387878
Epoch 132: train loss 0.13123839671586776 val loss 0.3034997397426809
Epoch 133: train loss 0.1353134220817706 val loss 0.3644993609926674
Epoch 134: train loss 0.13548695214249037 val loss 0.34650327014119436
Epoch 135: train loss 0.13388160871980073 val loss 0.3007761559794458
Epoch 136: train loss 0.1280228147400426 val loss 0.3351190723060222
Epoch 137: train loss 0.13334348999432752 val loss 0.3653974451040954
Epoch 138: train loss 0.1255755897168513 val loss 0.30959319892559156
Epoch 139: train loss 0.12550905450553326 val loss 0.336423707393448
Epoch 140: train loss 0.13357403811353905 val loss 0.3331834092066529
Epoch 141: train loss 0.12143874395560551 val loss 0.32081444954939103
Epoch 142: train loss 0.12810675830065787 val loss 0.3625038909108451
Epoch 143: train loss 0.13047653711238108 val loss 0.34513887269108484
Epoch 144: train loss 0.12879461306375223 val loss 0.3038151240750645
Epoch 145: train loss 0.12631409559529144 val loss 0.3163602761505695
Epoch 146: train loss 0.12023366812642637 val loss 0.3436277864521809
Epoch 147: train loss 0.12721314804849926 val loss 0.2972671762108803
Epoch 148: train loss 0.1336244123798984 val loss 0.27595200238937745
Epoch 149: train loss 0.12091312621544291 val loss 0.26119256538621494
Epoch 150: train loss 0.1241416387572572 val loss 0.2937422613247057
Training time: 23.0 minutes.
selected model:  CNN-VAE
paramIndex: 8622146
data shape: (8580, 1) (2136, 1)
data shape: (715, 12) (178, 12)
Epoch 1: train loss 17.61131793068839 val loss 16.670901839652757
Epoch 2: train loss 16.80480480594235 val loss 16.520757798398478
Epoch 3: train loss 16.584527767955006 val loss 16.367564185281818
Epoch 4: train loss 16.615146898389696 val loss 16.307055334026895
Epoch 5: train loss 14.479087704878587 val loss 12.102684465686927
Epoch 6: train loss 12.669884013462733 val loss 11.626964818225817
Epoch 7: train loss 11.386455942700794 val loss 10.611539618352825
Epoch 8: train loss 9.894402189854976 val loss 9.860710545872035
Epoch 9: train loss 8.860622516712109 val loss 9.205707274126203
Epoch 10: train loss 7.821607090209747 val loss 8.67221822899379
Epoch 11: train loss 7.159825009566087 val loss 8.145440907960527
Epoch 12: train loss 6.799874201354447 val loss 7.825818495804004
Epoch 13: train loss 6.430445132555661 val loss 7.377298028281565
