selected model:  Density
Training time: 0.0 minutes.
selected model:  DTW
paramIndex: 8622144
cur(0), end(3670), percent[0.0%], dist(1.4)
cur(1028), end(3670), percent[28.01%], dist(1.22)
cur(1029), end(3670), percent[28.04%], dist(1.22)
cur(1030), end(3670), percent[28.07%], dist(1.22)
cur(1031), end(3670), percent[28.09%], dist(1.22)
cur(1032), end(3670), percent[28.12%], dist(1.22)
cur(1033), end(3670), percent[28.15%], dist(1.22)
cur(1034), end(3670), percent[28.17%], dist(1.22)
cur(1035), end(3670), percent[28.2%], dist(1.22)
cur(1036), end(3670), percent[28.23%], dist(1.22)
cur(1037), end(3670), percent[28.26%], dist(1.22)
cur(1038), end(3670), percent[28.28%], dist(1.22)
cur(1039), end(3670), percent[28.31%], dist(1.22)
cur(1040), end(3670), percent[28.34%], dist(1.22)
cur(1041), end(3670), percent[28.37%], dist(1.22)
cur(1042), end(3670), percent[28.39%], dist(1.22)
cur(1043), end(3670), percent[28.42%], dist(1.22)
cur(1044), end(3670), percent[28.45%], dist(1.22)
cur(1045), end(3670), percent[28.47%], dist(1.22)
cur(1046), end(3670), percent[28.5%], dist(1.22)
cur(1047), end(3670), percent[28.53%], dist(1.22)
cur(1048), end(3670), percent[28.56%], dist(1.22)
cur(1049), end(3670), percent[28.58%], dist(1.22)
cur(1050), end(3670), percent[28.61%], dist(1.22)
cur(1051), end(3670), percent[28.64%], dist(1.22)
cur(1052), end(3670), percent[28.66%], dist(1.22)
cur(1053), end(3670), percent[28.69%], dist(1.22)
cur(1054), end(3670), percent[28.72%], dist(1.22)
cur(1055), end(3670), percent[28.75%], dist(1.22)
cur(1056), end(3670), percent[28.77%], dist(1.22)
cur(1057), end(3670), percent[28.8%], dist(1.22)
cur(1058), end(3670), percent[28.83%], dist(1.22)
cur(1059), end(3670), percent[28.86%], dist(1.22)
cur(1060), end(3670), percent[28.88%], dist(1.22)
cur(1061), end(3670), percent[28.91%], dist(1.22)
cur(1062), end(3670), percent[28.94%], dist(1.22)
cur(1063), end(3670), percent[28.96%], dist(1.22)
cur(1064), end(3670), percent[28.99%], dist(1.22)
cur(1065), end(3670), percent[29.02%], dist(1.22)
cur(1066), end(3670), percent[29.05%], dist(1.22)
cur(1067), end(3670), percent[29.07%], dist(1.22)
cur(1068), end(3670), percent[29.1%], dist(1.22)
cur(1069), end(3670), percent[29.13%], dist(1.22)
cur(1070), end(3670), percent[29.16%], dist(1.22)
cur(1071), end(3670), percent[29.18%], dist(1.22)
cur(1072), end(3670), percent[29.21%], dist(1.22)
cur(1073), end(3670), percent[29.24%], dist(1.22)
cur(1074), end(3670), percent[29.26%], dist(1.22)
cur(1075), end(3670), percent[29.29%], dist(1.22)
cur(1076), end(3670), percent[29.32%], dist(1.22)
cur(1077), end(3670), percent[29.35%], dist(1.22)
cur(1078), end(3670), percent[29.37%], dist(1.22)
cur(1079), end(3670), percent[29.4%], dist(1.22)
cur(1080), end(3670), percent[29.43%], dist(1.22)
cur(1081), end(3670), percent[29.46%], dist(1.22)
cur(1082), end(3670), percent[29.48%], dist(1.22)
cur(1083), end(3670), percent[29.51%], dist(1.22)
cur(1084), end(3670), percent[29.54%], dist(1.22)
cur(1085), end(3670), percent[29.56%], dist(1.22)
cur(1086), end(3670), percent[29.59%], dist(1.22)
cur(1087), end(3670), percent[29.62%], dist(1.22)
cur(1088), end(3670), percent[29.65%], dist(1.22)
cur(1089), end(3670), percent[29.67%], dist(1.22)
cur(1090), end(3670), percent[29.7%], dist(1.22)
cur(1091), end(3670), percent[29.73%], dist(1.22)
cur(1092), end(3670), percent[29.75%], dist(1.22)
cur(1093), end(3670), percent[29.78%], dist(1.22)
cur(1094), end(3670), percent[29.81%], dist(1.22)
cur(1095), end(3670), percent[29.84%], dist(1.22)
cur(1096), end(3670), percent[29.86%], dist(1.22)
cur(1097), end(3670), percent[29.89%], dist(1.22)
cur(1098), end(3670), percent[29.92%], dist(1.22)
cur(1099), end(3670), percent[29.95%], dist(1.22)
cur(1100), end(3670), percent[29.97%], dist(1.22)
cur(1101), end(3670), percent[30.0%], dist(1.22)
cur(1102), end(3670), percent[30.03%], dist(1.22)
cur(1103), end(3670), percent[30.05%], dist(1.22)
cur(1104), end(3670), percent[30.08%], dist(1.22)
cur(1105), end(3670), percent[30.11%], dist(1.22)
cur(1106), end(3670), percent[30.14%], dist(1.22)
cur(1107), end(3670), percent[30.16%], dist(1.22)
cur(1108), end(3670), percent[30.19%], dist(1.22)
cur(1109), end(3670), percent[30.22%], dist(1.22)
cur(1110), end(3670), percent[30.25%], dist(1.22)
cur(1111), end(3670), percent[30.27%], dist(1.22)
cur(1112), end(3670), percent[30.3%], dist(1.22)
cur(1113), end(3670), percent[30.33%], dist(1.22)
cur(1114), end(3670), percent[30.35%], dist(1.22)
cur(1115), end(3670), percent[30.38%], dist(1.22)
cur(1116), end(3670), percent[30.41%], dist(1.22)
cur(1117), end(3670), percent[30.44%], dist(1.22)
cur(1118), end(3670), percent[30.46%], dist(1.22)
cur(1119), end(3670), percent[30.49%], dist(1.22)
cur(1120), end(3670), percent[30.52%], dist(1.22)
cur(1121), end(3670), percent[30.54%], dist(1.22)
cur(1122), end(3670), percent[30.57%], dist(1.22)
cur(1123), end(3670), percent[30.6%], dist(1.22)
cur(1124), end(3670), percent[30.63%], dist(1.22)
cur(1125), end(3670), percent[30.65%], dist(1.22)
cur(1126), end(3670), percent[30.68%], dist(1.21)
cur(1127), end(3670), percent[30.71%], dist(1.22)
cur(1128), end(3670), percent[30.74%], dist(1.21)
cur(1129), end(3670), percent[30.76%], dist(1.21)
cur(1130), end(3670), percent[30.79%], dist(1.21)
cur(1131), end(3670), percent[30.82%], dist(1.21)
cur(1132), end(3670), percent[30.84%], dist(1.21)
cur(1133), end(3670), percent[30.87%], dist(1.21)
cur(1134), end(3670), percent[30.9%], dist(1.21)
cur(1135), end(3670), percent[30.93%], dist(1.21)
cur(1136), end(3670), percent[30.95%], dist(1.21)
cur(1137), end(3670), percent[30.98%], dist(1.21)
cur(1138), end(3670), percent[31.01%], dist(1.21)
cur(1139), end(3670), percent[31.04%], dist(1.21)
cur(1140), end(3670), percent[31.06%], dist(1.21)
cur(1141), end(3670), percent[31.09%], dist(1.21)
cur(1142), end(3670), percent[31.12%], dist(1.21)
cur(1143), end(3670), percent[31.14%], dist(1.21)
cur(1144), end(3670), percent[31.17%], dist(1.21)
cur(1145), end(3670), percent[31.2%], dist(1.21)
cur(1146), end(3670), percent[31.23%], dist(1.21)
cur(1147), end(3670), percent[31.25%], dist(1.21)
cur(1148), end(3670), percent[31.28%], dist(1.21)
cur(1149), end(3670), percent[31.31%], dist(1.21)
cur(1150), end(3670), percent[31.34%], dist(1.21)
cur(1151), end(3670), percent[31.36%], dist(1.21)
cur(1152), end(3670), percent[31.39%], dist(1.21)
cur(1153), end(3670), percent[31.42%], dist(1.21)
cur(1154), end(3670), percent[31.44%], dist(1.21)
cur(1155), end(3670), percent[31.47%], dist(1.21)
cur(1156), end(3670), percent[31.5%], dist(1.21)
cur(1157), end(3670), percent[31.53%], dist(1.21)
cur(1158), end(3670), percent[31.55%], dist(1.21)
cur(1159), end(3670), percent[31.58%], dist(1.21)
cur(1160), end(3670), percent[31.61%], dist(1.21)
cur(1161), end(3670), percent[31.63%], dist(1.21)
cur(1162), end(3670), percent[31.66%], dist(1.21)
cur(1163), end(3670), percent[31.69%], dist(1.21)
cur(1164), end(3670), percent[31.72%], dist(1.21)
cur(1165), end(3670), percent[31.74%], dist(1.21)
cur(1166), end(3670), percent[31.77%], dist(1.21)
cur(1167), end(3670), percent[31.8%], dist(1.21)
cur(1168), end(3670), percent[31.83%], dist(1.21)
cur(1169), end(3670), percent[31.85%], dist(1.21)
cur(1170), end(3670), percent[31.88%], dist(1.21)
cur(1171), end(3670), percent[31.91%], dist(1.21)
cur(1172), end(3670), percent[31.93%], dist(1.21)
cur(1173), end(3670), percent[31.96%], dist(1.21)
cur(1174), end(3670), percent[31.99%], dist(1.21)
cur(1175), end(3670), percent[32.02%], dist(1.21)
cur(1176), end(3670), percent[32.04%], dist(1.21)
cur(1177), end(3670), percent[32.07%], dist(1.21)
cur(1178), end(3670), percent[32.1%], dist(1.21)
cur(1179), end(3670), percent[32.13%], dist(1.21)
cur(1180), end(3670), percent[32.15%], dist(1.21)
cur(1181), end(3670), percent[32.18%], dist(1.21)
cur(1182), end(3670), percent[32.21%], dist(1.21)
cur(1183), end(3670), percent[32.23%], dist(1.21)
cur(1184), end(3670), percent[32.26%], dist(1.21)
cur(1185), end(3670), percent[32.29%], dist(1.21)
cur(1186), end(3670), percent[32.32%], dist(1.21)
cur(1187), end(3670), percent[32.34%], dist(1.21)
cur(1188), end(3670), percent[32.37%], dist(1.21)
cur(1189), end(3670), percent[32.4%], dist(1.21)
cur(1190), end(3670), percent[32.43%], dist(1.21)
cur(1191), end(3670), percent[32.45%], dist(1.21)
cur(1192), end(3670), percent[32.48%], dist(1.21)
cur(1193), end(3670), percent[32.51%], dist(1.21)
cur(1194), end(3670), percent[32.53%], dist(1.21)
cur(1195), end(3670), percent[32.56%], dist(1.21)
cur(1196), end(3670), percent[32.59%], dist(1.21)
cur(1197), end(3670), percent[32.62%], dist(1.21)
cur(1198), end(3670), percent[32.64%], dist(1.21)
cur(1199), end(3670), percent[32.67%], dist(1.21)
cur(1200), end(3670), percent[32.7%], dist(1.21)
cur(1201), end(3670), percent[32.72%], dist(1.21)
cur(1202), end(3670), percent[32.75%], dist(1.21)
cur(1203), end(3670), percent[32.78%], dist(1.21)
cur(1204), end(3670), percent[32.81%], dist(1.21)
cur(1205), end(3670), percent[32.83%], dist(1.21)
cur(1206), end(3670), percent[32.86%], dist(1.21)
cur(1207), end(3670), percent[32.89%], dist(1.21)
cur(1208), end(3670), percent[32.92%], dist(1.21)
cur(1209), end(3670), percent[32.94%], dist(1.21)
cur(1210), end(3670), percent[32.97%], dist(1.21)
cur(1211), end(3670), percent[33.0%], dist(1.21)
cur(1212), end(3670), percent[33.02%], dist(1.21)
cur(1213), end(3670), percent[33.05%], dist(1.21)
cur(1214), end(3670), percent[33.08%], dist(1.21)
cur(1215), end(3670), percent[33.11%], dist(1.21)
cur(1216), end(3670), percent[33.13%], dist(1.21)
cur(1217), end(3670), percent[33.16%], dist(1.21)
cur(1218), end(3670), percent[33.19%], dist(1.21)
cur(1219), end(3670), percent[33.22%], dist(1.21)
cur(1220), end(3670), percent[33.24%], dist(1.21)
cur(1221), end(3670), percent[33.27%], dist(1.21)
cur(1222), end(3670), percent[33.3%], dist(1.21)
cur(1223), end(3670), percent[33.32%], dist(1.21)
cur(1224), end(3670), percent[33.35%], dist(1.21)
cur(1225), end(3670), percent[33.38%], dist(1.21)
cur(1226), end(3670), percent[33.41%], dist(1.21)
cur(1227), end(3670), percent[33.43%], dist(1.21)
cur(1228), end(3670), percent[33.46%], dist(1.21)
cur(1229), end(3670), percent[33.49%], dist(1.21)
cur(1230), end(3670), percent[33.51%], dist(1.21)
cur(1231), end(3670), percent[33.54%], dist(1.21)
cur(1232), end(3670), percent[33.57%], dist(1.21)
cur(1233), end(3670), percent[33.6%], dist(1.21)
cur(1234), end(3670), percent[33.62%], dist(1.21)
cur(1235), end(3670), percent[33.65%], dist(1.21)
cur(1236), end(3670), percent[33.68%], dist(1.21)
cur(1237), end(3670), percent[33.71%], dist(1.21)
cur(1238), end(3670), percent[33.73%], dist(1.21)
cur(1239), end(3670), percent[33.76%], dist(1.21)
cur(1240), end(3670), percent[33.79%], dist(1.21)
cur(1241), end(3670), percent[33.81%], dist(1.21)
cur(1242), end(3670), percent[33.84%], dist(1.21)
cur(1243), end(3670), percent[33.87%], dist(1.21)
cur(1244), end(3670), percent[33.9%], dist(1.21)
cur(1245), end(3670), percent[33.92%], dist(1.21)
cur(1246), end(3670), percent[33.95%], dist(1.21)
cur(1247), end(3670), percent[33.98%], dist(1.21)
cur(1248), end(3670), percent[34.01%], dist(1.21)
cur(1249), end(3670), percent[34.03%], dist(1.21)
cur(1250), end(3670), percent[34.06%], dist(1.21)
cur(1251), end(3670), percent[34.09%], dist(1.21)
cur(1252), end(3670), percent[34.11%], dist(1.21)
cur(1253), end(3670), percent[34.14%], dist(1.21)
cur(1254), end(3670), percent[34.17%], dist(1.21)
cur(1255), end(3670), percent[34.2%], dist(1.21)
cur(1256), end(3670), percent[34.22%], dist(1.21)
cur(1257), end(3670), percent[34.25%], dist(1.21)
cur(1258), end(3670), percent[34.28%], dist(1.21)
cur(1259), end(3670), percent[34.31%], dist(1.21)
cur(1260), end(3670), percent[34.33%], dist(1.21)
cur(1261), end(3670), percent[34.36%], dist(1.21)
cur(1262), end(3670), percent[34.39%], dist(1.21)
cur(1263), end(3670), percent[34.41%], dist(1.21)
cur(1264), end(3670), percent[34.44%], dist(1.21)
cur(1265), end(3670), percent[34.47%], dist(1.21)
cur(1266), end(3670), percent[34.5%], dist(1.21)
cur(1267), end(3670), percent[34.52%], dist(1.21)
cur(1268), end(3670), percent[34.55%], dist(1.21)
cur(1269), end(3670), percent[34.58%], dist(1.21)
cur(1270), end(3670), percent[34.6%], dist(1.21)
cur(1271), end(3670), percent[34.63%], dist(1.21)
cur(1272), end(3670), percent[34.66%], dist(1.21)
cur(1273), end(3670), percent[34.69%], dist(1.21)
cur(1274), end(3670), percent[34.71%], dist(1.21)
cur(1275), end(3670), percent[34.74%], dist(1.21)
cur(1276), end(3670), percent[34.77%], dist(1.21)
cur(1277), end(3670), percent[34.8%], dist(1.21)
cur(1278), end(3670), percent[34.82%], dist(1.21)
cur(1279), end(3670), percent[34.85%], dist(1.21)
cur(1280), end(3670), percent[34.88%], dist(1.21)
cur(1281), end(3670), percent[34.9%], dist(1.21)
cur(1282), end(3670), percent[34.93%], dist(1.21)
cur(1283), end(3670), percent[34.96%], dist(1.21)
cur(1284), end(3670), percent[34.99%], dist(1.21)
cur(1285), end(3670), percent[35.01%], dist(1.21)
cur(1286), end(3670), percent[35.04%], dist(1.21)
cur(1287), end(3670), percent[35.07%], dist(1.21)
cur(1288), end(3670), percent[35.1%], dist(1.21)
cur(1289), end(3670), percent[35.12%], dist(1.21)
cur(1290), end(3670), percent[35.15%], dist(1.21)
cur(1291), end(3670), percent[35.18%], dist(1.21)
cur(1292), end(3670), percent[35.2%], dist(1.21)
cur(1293), end(3670), percent[35.23%], dist(1.21)
cur(1294), end(3670), percent[35.26%], dist(1.21)
cur(1295), end(3670), percent[35.29%], dist(1.21)
cur(1296), end(3670), percent[35.31%], dist(1.21)
cur(1297), end(3670), percent[35.34%], dist(1.21)
cur(1298), end(3670), percent[35.37%], dist(1.21)
cur(1299), end(3670), percent[35.4%], dist(1.21)
cur(1300), end(3670), percent[35.42%], dist(1.21)
cur(1301), end(3670), percent[35.45%], dist(1.21)
cur(1302), end(3670), percent[35.48%], dist(1.21)
cur(1303), end(3670), percent[35.5%], dist(1.21)
cur(1304), end(3670), percent[35.53%], dist(1.21)
cur(1305), end(3670), percent[35.56%], dist(1.21)
cur(1306), end(3670), percent[35.59%], dist(1.21)
cur(1307), end(3670), percent[35.61%], dist(1.21)
cur(1308), end(3670), percent[35.64%], dist(1.21)
cur(1309), end(3670), percent[35.67%], dist(1.21)
cur(1310), end(3670), percent[35.69%], dist(1.21)
cur(1311), end(3670), percent[35.72%], dist(1.21)
cur(1312), end(3670), percent[35.75%], dist(1.21)
cur(1313), end(3670), percent[35.78%], dist(1.21)
cur(1314), end(3670), percent[35.8%], dist(1.21)
cur(1315), end(3670), percent[35.83%], dist(1.21)
cur(1316), end(3670), percent[35.86%], dist(1.21)
cur(1317), end(3670), percent[35.89%], dist(1.21)
cur(1318), end(3670), percent[35.91%], dist(1.21)
cur(1319), end(3670), percent[35.94%], dist(1.21)
cur(1320), end(3670), percent[35.97%], dist(1.21)
cur(1321), end(3670), percent[35.99%], dist(1.21)
cur(1322), end(3670), percent[36.02%], dist(1.21)
cur(1323), end(3670), percent[36.05%], dist(1.21)
cur(1324), end(3670), percent[36.08%], dist(1.21)
cur(1325), end(3670), percent[36.1%], dist(1.21)
cur(1326), end(3670), percent[36.13%], dist(1.21)
cur(1327), end(3670), percent[36.16%], dist(1.21)
cur(1328), end(3670), percent[36.19%], dist(1.21)
cur(1329), end(3670), percent[36.21%], dist(1.21)
cur(1330), end(3670), percent[36.24%], dist(1.21)
cur(1331), end(3670), percent[36.27%], dist(1.21)
cur(1332), end(3670), percent[36.29%], dist(1.21)
cur(1333), end(3670), percent[36.32%], dist(1.21)
cur(1334), end(3670), percent[36.35%], dist(1.21)
cur(1335), end(3670), percent[36.38%], dist(1.21)
cur(1336), end(3670), percent[36.4%], dist(1.21)
cur(1337), end(3670), percent[36.43%], dist(1.21)
cur(1338), end(3670), percent[36.46%], dist(1.21)
cur(1339), end(3670), percent[36.49%], dist(1.21)
cur(1340), end(3670), percent[36.51%], dist(1.21)
cur(1341), end(3670), percent[36.54%], dist(1.21)
cur(1342), end(3670), percent[36.57%], dist(1.21)
cur(1343), end(3670), percent[36.59%], dist(1.21)
cur(1344), end(3670), percent[36.62%], dist(1.21)
cur(1345), end(3670), percent[36.65%], dist(1.21)
cur(1346), end(3670), percent[36.68%], dist(1.21)
cur(1347), end(3670), percent[36.7%], dist(1.21)
cur(1348), end(3670), percent[36.73%], dist(1.21)
cur(1349), end(3670), percent[36.76%], dist(1.21)
cur(1350), end(3670), percent[36.78%], dist(1.21)
cur(1351), end(3670), percent[36.81%], dist(1.21)
cur(1352), end(3670), percent[36.84%], dist(1.21)
cur(1353), end(3670), percent[36.87%], dist(1.21)
cur(1354), end(3670), percent[36.89%], dist(1.21)
cur(1355), end(3670), percent[36.92%], dist(1.21)
cur(1356), end(3670), percent[36.95%], dist(1.21)
cur(1357), end(3670), percent[36.98%], dist(1.21)
cur(1358), end(3670), percent[37.0%], dist(1.21)
cur(1359), end(3670), percent[37.03%], dist(1.21)
cur(1360), end(3670), percent[37.06%], dist(1.21)
cur(1361), end(3670), percent[37.08%], dist(1.21)
cur(1362), end(3670), percent[37.11%], dist(1.21)
cur(1363), end(3670), percent[37.14%], dist(1.21)
cur(1364), end(3670), percent[37.17%], dist(1.21)
cur(1365), end(3670), percent[37.19%], dist(1.21)
cur(1366), end(3670), percent[37.22%], dist(1.21)
cur(1367), end(3670), percent[37.25%], dist(1.21)
cur(1368), end(3670), percent[37.28%], dist(1.21)
cur(1369), end(3670), percent[37.3%], dist(1.21)
cur(1370), end(3670), percent[37.33%], dist(1.21)
cur(1371), end(3670), percent[37.36%], dist(1.21)
cur(1372), end(3670), percent[37.38%], dist(1.21)
cur(1373), end(3670), percent[37.41%], dist(1.21)
cur(1374), end(3670), percent[37.44%], dist(1.21)
cur(1375), end(3670), percent[37.47%], dist(1.21)
cur(1376), end(3670), percent[37.49%], dist(1.21)
cur(1377), end(3670), percent[37.52%], dist(1.21)
cur(1378), end(3670), percent[37.55%], dist(1.21)
cur(1379), end(3670), percent[37.57%], dist(1.21)
cur(1380), end(3670), percent[37.6%], dist(1.21)
cur(1381), end(3670), percent[37.63%], dist(1.21)
cur(1382), end(3670), percent[37.66%], dist(1.21)
cur(1383), end(3670), percent[37.68%], dist(1.21)
cur(1384), end(3670), percent[37.71%], dist(1.21)
cur(1385), end(3670), percent[37.74%], dist(1.21)
cur(1386), end(3670), percent[37.77%], dist(1.21)
cur(1387), end(3670), percent[37.79%], dist(1.21)
cur(1388), end(3670), percent[37.82%], dist(1.21)
cur(1389), end(3670), percent[37.85%], dist(1.21)
cur(1390), end(3670), percent[37.87%], dist(1.21)
cur(1391), end(3670), percent[37.9%], dist(1.21)
cur(1392), end(3670), percent[37.93%], dist(1.21)
cur(1393), end(3670), percent[37.96%], dist(1.21)
cur(1394), end(3670), percent[37.98%], dist(1.21)
cur(1395), end(3670), percent[38.01%], dist(1.21)
cur(1396), end(3670), percent[38.04%], dist(1.21)
cur(1397), end(3670), percent[38.07%], dist(1.21)
cur(1398), end(3670), percent[38.09%], dist(1.21)
cur(1399), end(3670), percent[38.12%], dist(1.21)
cur(1400), end(3670), percent[38.15%], dist(1.21)
cur(1401), end(3670), percent[38.17%], dist(1.21)
cur(1402), end(3670), percent[38.2%], dist(1.21)
cur(1403), end(3670), percent[38.23%], dist(1.21)
cur(1404), end(3670), percent[38.26%], dist(1.21)
cur(1405), end(3670), percent[38.28%], dist(1.21)
cur(1406), end(3670), percent[38.31%], dist(1.21)
cur(1407), end(3670), percent[38.34%], dist(1.21)
cur(1408), end(3670), percent[38.37%], dist(1.21)
cur(1409), end(3670), percent[38.39%], dist(1.21)
cur(1410), end(3670), percent[38.42%], dist(1.21)
cur(1411), end(3670), percent[38.45%], dist(1.21)
cur(1412), end(3670), percent[38.47%], dist(1.21)
cur(1413), end(3670), percent[38.5%], dist(1.21)
cur(1414), end(3670), percent[38.53%], dist(1.21)
cur(1415), end(3670), percent[38.56%], dist(1.21)
cur(1416), end(3670), percent[38.58%], dist(1.21)
cur(1417), end(3670), percent[38.61%], dist(1.21)
cur(1418), end(3670), percent[38.64%], dist(1.21)
cur(1419), end(3670), percent[38.66%], dist(1.21)
cur(1420), end(3670), percent[38.69%], dist(1.21)
cur(1421), end(3670), percent[38.72%], dist(1.21)
cur(1422), end(3670), percent[38.75%], dist(1.21)
cur(1423), end(3670), percent[38.77%], dist(1.21)
cur(1424), end(3670), percent[38.8%], dist(1.21)
cur(1425), end(3670), percent[38.83%], dist(1.21)
cur(1426), end(3670), percent[38.86%], dist(1.21)
cur(1427), end(3670), percent[38.88%], dist(1.21)
cur(1428), end(3670), percent[38.91%], dist(1.21)
cur(1429), end(3670), percent[38.94%], dist(1.21)
cur(1430), end(3670), percent[38.96%], dist(1.21)
cur(1431), end(3670), percent[38.99%], dist(1.21)
cur(1432), end(3670), percent[39.02%], dist(1.21)
cur(1433), end(3670), percent[39.05%], dist(1.21)
cur(1434), end(3670), percent[39.07%], dist(1.21)
cur(1435), end(3670), percent[39.1%], dist(1.21)
cur(1436), end(3670), percent[39.13%], dist(1.21)
cur(1437), end(3670), percent[39.16%], dist(1.21)
cur(1438), end(3670), percent[39.18%], dist(1.21)
cur(1439), end(3670), percent[39.21%], dist(1.21)
cur(1440), end(3670), percent[39.24%], dist(1.21)
cur(1441), end(3670), percent[39.26%], dist(1.21)
cur(1442), end(3670), percent[39.29%], dist(1.21)
cur(1443), end(3670), percent[39.32%], dist(1.21)
cur(1444), end(3670), percent[39.35%], dist(1.21)
cur(1445), end(3670), percent[39.37%], dist(1.21)
cur(1446), end(3670), percent[39.4%], dist(1.21)
cur(1447), end(3670), percent[39.43%], dist(1.21)
cur(1448), end(3670), percent[39.46%], dist(1.21)
cur(1449), end(3670), percent[39.48%], dist(1.21)
cur(1450), end(3670), percent[39.51%], dist(1.21)
cur(1451), end(3670), percent[39.54%], dist(1.21)
cur(1452), end(3670), percent[39.56%], dist(1.21)
cur(1453), end(3670), percent[39.59%], dist(1.21)
cur(1454), end(3670), percent[39.62%], dist(1.21)
cur(1455), end(3670), percent[39.65%], dist(1.21)
cur(1456), end(3670), percent[39.67%], dist(1.21)
cur(1457), end(3670), percent[39.7%], dist(1.21)
cur(1458), end(3670), percent[39.73%], dist(1.21)
cur(1459), end(3670), percent[39.75%], dist(1.21)
cur(1460), end(3670), percent[39.78%], dist(1.21)
cur(1461), end(3670), percent[39.81%], dist(1.21)
cur(1462), end(3670), percent[39.84%], dist(1.21)
cur(1463), end(3670), percent[39.86%], dist(1.21)
cur(1464), end(3670), percent[39.89%], dist(1.21)
cur(1465), end(3670), percent[39.92%], dist(1.21)
cur(1466), end(3670), percent[39.95%], dist(1.21)
cur(1467), end(3670), percent[39.97%], dist(1.21)
cur(1468), end(3670), percent[40.0%], dist(1.21)
cur(1469), end(3670), percent[40.03%], dist(1.21)
cur(1470), end(3670), percent[40.05%], dist(1.21)
cur(1471), end(3670), percent[40.08%], dist(1.21)
cur(1472), end(3670), percent[40.11%], dist(1.21)
cur(1473), end(3670), percent[40.14%], dist(1.21)
cur(1474), end(3670), percent[40.16%], dist(1.21)
cur(1475), end(3670), percent[40.19%], dist(1.22)
cur(1476), end(3670), percent[40.22%], dist(1.22)
cur(1477), end(3670), percent[40.25%], dist(1.22)
cur(1478), end(3670), percent[40.27%], dist(1.22)
cur(1479), end(3670), percent[40.3%], dist(1.22)
cur(1480), end(3670), percent[40.33%], dist(1.22)
cur(1481), end(3670), percent[40.35%], dist(1.22)
cur(1482), end(3670), percent[40.38%], dist(1.22)
cur(1483), end(3670), percent[40.41%], dist(1.22)
cur(1484), end(3670), percent[40.44%], dist(1.22)
cur(1485), end(3670), percent[40.46%], dist(1.22)
cur(1486), end(3670), percent[40.49%], dist(1.22)
cur(1487), end(3670), percent[40.52%], dist(1.22)
cur(1488), end(3670), percent[40.54%], dist(1.22)
cur(1489), end(3670), percent[40.57%], dist(1.22)
cur(1490), end(3670), percent[40.6%], dist(1.22)
cur(1491), end(3670), percent[40.63%], dist(1.22)
cur(1492), end(3670), percent[40.65%], dist(1.22)
cur(1493), end(3670), percent[40.68%], dist(1.22)
cur(1494), end(3670), percent[40.71%], dist(1.22)
cur(1495), end(3670), percent[40.74%], dist(1.22)
cur(1496), end(3670), percent[40.76%], dist(1.22)
cur(1497), end(3670), percent[40.79%], dist(1.22)
cur(1498), end(3670), percent[40.82%], dist(1.22)
cur(1499), end(3670), percent[40.84%], dist(1.22)
cur(1500), end(3670), percent[40.87%], dist(1.22)
cur(1501), end(3670), percent[40.9%], dist(1.22)
cur(1502), end(3670), percent[40.93%], dist(1.22)
cur(1503), end(3670), percent[40.95%], dist(1.22)
cur(1504), end(3670), percent[40.98%], dist(1.22)
cur(1505), end(3670), percent[41.01%], dist(1.22)
cur(1506), end(3670), percent[41.04%], dist(1.22)
cur(1507), end(3670), percent[41.06%], dist(1.22)
cur(1508), end(3670), percent[41.09%], dist(1.22)
cur(1509), end(3670), percent[41.12%], dist(1.22)
cur(1510), end(3670), percent[41.14%], dist(1.22)
cur(1511), end(3670), percent[41.17%], dist(1.22)
cur(1512), end(3670), percent[41.2%], dist(1.22)
cur(1513), end(3670), percent[41.23%], dist(1.22)
cur(1514), end(3670), percent[41.25%], dist(1.22)
cur(1515), end(3670), percent[41.28%], dist(1.22)
cur(1516), end(3670), percent[41.31%], dist(1.22)
cur(1517), end(3670), percent[41.34%], dist(1.22)
cur(1518), end(3670), percent[41.36%], dist(1.22)
cur(1519), end(3670), percent[41.39%], dist(1.22)
cur(1520), end(3670), percent[41.42%], dist(1.22)
cur(1521), end(3670), percent[41.44%], dist(1.22)
cur(1522), end(3670), percent[41.47%], dist(1.22)
cur(1523), end(3670), percent[41.5%], dist(1.22)
cur(1524), end(3670), percent[41.53%], dist(1.22)
cur(1525), end(3670), percent[41.55%], dist(1.22)
cur(1526), end(3670), percent[41.58%], dist(1.22)
cur(1527), end(3670), percent[41.61%], dist(1.22)
cur(1528), end(3670), percent[41.63%], dist(1.22)
cur(1529), end(3670), percent[41.66%], dist(1.22)
cur(1530), end(3670), percent[41.69%], dist(1.22)
cur(1531), end(3670), percent[41.72%], dist(1.22)
cur(1532), end(3670), percent[41.74%], dist(1.22)
cur(1533), end(3670), percent[41.77%], dist(1.22)
cur(1534), end(3670), percent[41.8%], dist(1.22)
cur(1535), end(3670), percent[41.83%], dist(1.22)
cur(1536), end(3670), percent[41.85%], dist(1.22)
cur(1537), end(3670), percent[41.88%], dist(1.22)
cur(1538), end(3670), percent[41.91%], dist(1.22)
cur(1539), end(3670), percent[41.93%], dist(1.22)
cur(1540), end(3670), percent[41.96%], dist(1.22)
cur(1541), end(3670), percent[41.99%], dist(1.22)
cur(1542), end(3670), percent[42.02%], dist(1.22)
cur(1543), end(3670), percent[42.04%], dist(1.22)
